Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,_1,OBPM,DBPM,BPM,VORP,Player-additional
424,Lonnie Walker IV,SG,24,LAL,11,342,14.7,0.576,0.389,0.222,1.5,6.9,4.1,8.7,1.7,1.7,7.1,20.9,0.3,0.3,0.6,0.084,,-0.2,0.1,-0.1,0.2,walkelo01
425,John Wall,PG,32,LAC,10,226,17.3,0.494,0.327,0.292,2.1,8.8,5.6,37.7,2.4,1.2,10.5,28,0.1,0.3,0.4,0.082,,0.4,0.3,0.7,0.2,walljo01
426,Duane Washington Jr.,SG,22,PHO,6,36,16,0.517,0.552,0,0,0,0,26.2,0,0,6.5,37.4,0,0,0,0.003,,6.3,-5.2,1,0,washidu02
427,P.J. Washington,PF,24,CHO,15,473,11.2,0.517,0.385,0.185,4.2,11.4,7.7,8.3,0.9,3,11,21.1,-0.1,0.4,0.3,0.026,,-2.1,-1.1,-3.1,-0.1,washipj01
428,TyTy Washington Jr.,PG,21,HOU,1,4,5.6,0.568,,,0,0,0,0,0,0,0,9,0,0,0,0.021,,-4.2,-4.6,-8.8,0,washity02
429,Yuta Watanabe,SF,28,BRK,11,183,15.3,0.723,0.533,0.067,4.4,13.3,8.9,5.7,0.8,3.5,6.1,12.1,0.4,0.2,0.6,0.145,,2.3,-0.4,1.9,0.2,watanyu01
430,Lindy Waters III,SG,25,OKC,2,16,-1.1,0.25,1,0,6.3,6.8,6.5,0,0,0,0,15.5,0,0,0,-0.129,,-7.8,-5.7,-13.5,0,waterli01
431,Trendon Watford,PF,22,POR,5,92,10.7,0.531,0.2,0.4,3.8,15.6,9.9,20.2,3.2,0,22.9,14.6,0,0.1,0.2,0.085,,-4.5,3.4,-1.1,0,watfotr01
432,Peyton Watson,SG,20,DEN,4,9,15.8,0.429,0,0,25.2,12.3,18.7,0,0,0,0,33.2,0,0,0,-0.002,,-1.4,-6.7,-8.1,0,watsope01
433,Blake Wesley,SG,19,SAS,2,23,20.7,0.743,0.333,0.444,4.7,5,4.8,28.7,0,0,15.7,22.9,0.1,0,0.1,0.154,,3.1,-1.7,1.4,0,weslebl01
434,Russell Westbrook,PG,34,LAL,12,352,16.2,0.522,0.321,0.315,4.1,15.8,9.8,37.8,1.9,1.2,19.3,27.8,-0.1,0.4,0.3,0.035,,0.6,-0.5,0.1,0.2,westbru01
435,Coby White,PG,22,CHI,7,153,7.5,0.483,0.618,0.164,0.7,8.2,4.4,11.2,1.6,0,9.2,18.1,-0.1,0.1,0,0.012,,-4.3,-0.9,-5.3,-0.1,whiteco01
436,Derrick White,SG,28,BOS,14,358,13.4,0.576,0.51,0.245,2.5,11.4,7,16.1,1.4,2.8,6.9,14.3,0.7,0.3,1,0.128,,0,0.9,0.9,0.3,whitede01
437,Jack White,SF,25,DEN,2,4,15.6,,,,0,27.8,14,0,11.9,0,,0,0,0,0,0.176,,-3.5,10.5,6.9,0,whiteja03
438,Aaron Wiggins,SG,24,OKC,11,228,10.4,0.532,0.37,0.259,4,16.6,10.1,11.4,1.2,1.5,13,12.5,0.1,0.2,0.4,0.079,,-2.3,-0.3,-2.5,0,wiggiaa01
439,Andrew Wiggins,SF,27,GSW,13,434,17.3,0.593,0.428,0.166,5.6,13.5,9.7,10.6,1.9,2.7,7.8,21.2,0.7,0.4,1.1,0.123,,1.4,0.1,1.5,0.4,wiggian01
440,Grant Williams,PF,24,BOS,13,367,14.2,0.759,0.614,0.314,3.1,16.5,9.9,8.3,1.2,1.8,10.1,10.6,0.9,0.3,1.2,0.156,,0.9,1,1.8,0.4,willigr01
441,Jalen Williams,SG,21,OKC,10,228,12,0.603,0.313,0.09,1.3,10.4,5.7,14.1,1.9,1.5,15.7,15,0.2,0.2,0.4,0.082,,-2.9,0.6,-2.3,0,willija06
442,Jaylin Williams,PF,20,OKC,3,21,19.3,0.424,0.222,0.111,24,25.8,24.9,13.2,2.2,0,0,18.6,0,0,0.1,0.157,,0.9,-0.6,0.3,0,willija07
443,Kenrich Williams,PF,28,OKC,13,266,12.6,0.528,0.338,0.132,9.1,11.8,10.4,10.5,1.6,0.7,5.3,11.8,0.4,0.2,0.6,0.115,,-0.9,-0.5,-1.4,0,willike04
444,Mark Williams,C,21,CHO,3,13,28.1,0.661,0,0.429,32,33.9,32.9,0,0,0,19.4,33.5,0,0,0.1,0.185,,1.3,-3.3,-2,0,willima07
445,Patrick Williams,PF,21,CHI,14,352,11.1,0.56,0.364,0.127,5.3,11.4,8.3,4.5,1.5,4,15.3,16.7,0,0.4,0.4,0.054,,-2.3,0.4,-1.9,0,willipa01
446,Vince Williams Jr.,SG,22,MEM,3,18,4.9,0.167,0.833,0,6,11.8,8.9,13.4,5.4,5.1,0,13.8,0,0,0,-0.02,,-8.2,4.2,-4,0,willivi01
447,Zion Williamson,PF,22,NOP,11,354,23.2,0.615,0.034,0.463,7.2,15.2,11.1,19.9,1.6,0.8,12.5,28.7,0.9,0.4,1.3,0.172,,3.6,0.1,3.7,0.5,willizi01
448,Justise Winslow,SF,26,POR,11,293,11.7,0.449,0.225,0.202,7.6,12.8,10.3,19.6,2.4,1.9,12.6,16.6,0,0.4,0.5,0.075,,-2.5,1.9,-0.6,0.1,winslju01
449,James Wiseman,C,21,GSW,11,147,15.9,0.614,0,0.451,8.6,22.9,16,11,0.3,2.4,11.6,19.9,0.3,0.1,0.4,0.131,,-2.3,-0.5,-2.8,0,wisemja01
450,Christian Wood,PF,27,DAL,10,247,20.3,0.661,0.307,0.436,6.5,29.9,18.4,5.8,1,1.8,16.6,26.5,0.3,0.3,0.7,0.135,,1.2,-0.8,0.4,0.2,woodch01
451,Delon Wright,PG,30,WAS,4,91,16.9,0.496,0.5,0.208,5,7.1,6,19.7,5.9,3.9,13.2,14.7,0,0.2,0.3,0.132,,0.2,6.4,6.6,0.2,wrighde01
452,McKinley Wright IV,PG,24,DAL,1,5,26.4,0.25,0.25,0,24.6,23.8,24.2,67.6,10.1,0,0,36.3,0,0,0,0.053,,-0.4,7,6.6,0,wrighmc01
453,Thaddeus Young,PF,34,TOR,12,166,15,0.532,0.25,0.278,10.8,13.6,12.1,13.9,3.5,1.2,12.9,11.8,0.2,0.2,0.5,0.133,,-1.2,1.3,0.1,0.1,youngth01
454,Trae Young,PG,24,ATL,13,456,20.2,0.516,0.333,0.378,2.5,6.9,4.7,39.4,1.1,0.4,12.2,35,0.6,0.3,0.9,0.096,,5,-2.6,2.4,0.5,youngtr01
455,Ivica Zubac,C,25,LAC,14,424,16.2,0.627,0.01,0.474,10.8,27.9,19.9,6.3,0.9,6.3,20.9,15.5,0.3,0.9,1.2,0.136,,-2.4,1.6,-0.8,0.1,zubaciv01
